id,Text,Category
,Does the secondary camera have a video boomerang mode?,Camera Features
,What is the resolution of videos recorded in the secondary camera's boomerang mode?,Camera Features
,Can the secondary camera record videos with a video duet mode?,Camera Features
,What is the resolution of videos recorded in the secondary camera's duet mode?,Camera Features
,What is digital zoom?,Camera Features
,How does digital zoom work?,Camera Features
,What are the limitations of digital zoom?,Camera Features
,Is digital zoom as good as optical zoom?,Camera Features
,What is the maximum digital zoom a mobile phone can have?,Camera Features
,Does digital zoom reduce image quality?,Camera Features
,What is the difference between digital zoom and optical zoom?,Camera Features
,Can you zoom in using the rear camera of a mobile phone?,Camera Features
,Can you zoom in using the front camera of a mobile phone?,Camera Features
,How do I activate digital zoom on my mobile phone?,Camera Features
,How can I disable digital zoom on my mobile phone?,Camera Features
,Can I adjust the level of digital zoom on my mobile phone?,Camera Features
,How can I improve the quality of a digital zoomed image?,Camera Features
,Can I use digital zoom for video recording?,Camera Features
,Does digital zoom affect video quality?,Camera Features
,What is the frame rate of a mobile phone camera?,Camera Features
,What is the importance of frame rate in video recording?,Camera Features
,How can I change the frame rate of my mobile phone camera?,Camera Features
,What is the default frame rate of a mobile phone camera?,Camera Features
,How does frame rate affect video quality?,Camera Features
,Can I adjust the frame rate during video recording?,Camera Features
,What is the highest frame rate a mobile phone camera can record?,Camera Features
,What is the lowest frame rate a mobile phone camera can record?,Camera Features
,How can I improve the frame rate of my mobile phone camera?,Camera Features
,What is the impact of lighting on frame rate?,Camera Features
,Can I record slow motion videos using my mobile phone camera?,Camera Features
,How does frame rate affect slow motion videos?,Camera Features
,How can I edit the frame rate of a recorded video on my mobile phone?,Camera Features
,Can I record time-lapse videos using my mobile phone camera?,Camera Features
,How does frame rate affect time-lapse videos?,Camera Features
,What is the ideal frame rate for time-lapse videos?,Camera Features
,How can I adjust the frame rate for time-lapse videos on my mobile phone?,Camera Features
,What is the difference between frame rate and shutter speed?,Camera Features
,Can I adjust the shutter speed of my mobile phone camera?,Camera Features
,How does shutter speed affect video quality?,Camera Features
,What is the relationship between shutter speed and frame rate?,Camera Features
,Can I record 4K videos on my mobile phone?,Camera Features
,What is the frame rate for 4K videos on mobile phones?,Camera Features
,How does 4K recording affect battery life?,Camera Features
,What is the maximum recording time for a 4K video on a mobile phone?,Camera Features
,Can I use digital zoom while recording a 4K video?,Camera Features
,Can I adjust the frame rate for 4K videos on my mobile phone?,Camera Features
,How much storage space does a 4K video take on a mobile phone?,Camera Features
,How does the quality of a 4K video compare to a 1080p video?,Camera Features
,How can I transfer a 4K video from my mobile phone to my computer?,Camera Features
,What is the maximum resolution for videos on a mobile phone?,Camera Features
,How does resolution affect video quality?,Camera Features
,What is the aspect ratio for videos on a mobile phone?,Camera Features
,Can I change the aspect ratio of a recorded video on my mobile phone?,Camera Features
